LoanID,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length
1237,24375,24375,14.09%,36 months,credit_card,26.36%,MT,MORTGAGE,4583.33,710-714,11,27379,3,4 years
1238,25225,25225,12.12%,36 months,debt_consolidation,30.77%,CA,MORTGAGE,6500,715-719,8,11736,0,10+ years
1239,20000,19900,15.95%,60 months,debt_consolidation,12.20%,VA,MORTGAGE,6666.67,700-704,12,20744,1,5 years
1240,30225,30225,17.77%,36 months,credit_card,28.15%,TX,MORTGAGE,8333.33,710-714,21,28631,0,10+ years
1241,7000,7000,7.40%,36 months,credit_card,8.89%,AZ,MORTGAGE,3352,770-774,14,14014,2,< 1 year
1242,35000,14869.55,15.65%,60 months,home_improvement,26.19%,FL,MORTGAGE,6308.75,735-739,14,34883,0,10+ years
1243,7575,7575,9.76%,36 months,debt_consolidation,10.99%,TX,RENT,2375,725-729,3,5640,0,3 years
1244,15000,15000,13.11%,36 months,other,16.55%,PA,RENT,4166.67,695-699,11,9066,0,2 years
1245,24000,24000,15.81%,60 months,small_business,0.62%,NY,OWN,10000,725-729,8,0,3,10+ years
1246,19800,19775,15.31%,60 months,debt_consolidation,15.03%,IL,MORTGAGE,6666.67,675-679,10,46879,3,6 years
1247,9250,6475,10.75%,60 months,small_business,3.41%,CA,MORTGAGE,8500,755-759,6,105060,0,4 years
1248,6000,6000,15.96%,36 months,debt_consolidation,6.38%,NC,MORTGAGE,6916.67,660-664,7,6309,1,6 years
1249,3500,3500,15.31%,36 months,other,7.14%,NY,RENT,5000,685-689,2,14064,0,1 year
1250,7200,5675,14.82%,36 months,debt_consolidation,9.67%,CA,RENT,4500,645-649,7,6572,1,6 years
1251,12000,12000,6.03%,36 months,medical,22.57%,MT,MORTGAGE,7500,760-764,8,5116,0,10+ years
1252,20000,20000,7.90%,36 months,credit_card,13.59%,CA,RENT,7258.33,730-734,5,14268,0,9 years
1253,3900,3900,12.12%,36 months,debt_consolidation,7.55%,HI,MORTGAGE,2583.33,685-689,8,3724,0,1 year
1254,16000,16000,19.22%,60 months,credit_card,21.28%,NC,RENT,3416.67,680-684,8,26060,1,10+ years
1255,15000,15000,15.99%,36 months,other,11.34%,SC,MORTGAGE,8583.33,675-679,6,3844,2,7 years
1256,28200,28200,20.50%,60 months,debt_consolidation,15.60%,NY,MORTGAGE,4833.33,695-699,18,27158,0,9 years
1257,15000,14975,13.49%,36 months,small_business,3.44%,AK,RENT,6666.67,705-709,3,2698,0,< 1 year
1258,7400,7400,13.99%,36 months,other,20.52%,NY,RENT,4166.25,675-679,17,6653,1,n/a
1259,15000,15000,10.59%,36 months,debt_consolidation,14.66%,MA,RENT,5150,730-734,9,5116,2,2 years
1260,4500,4500,5.99%,36 months,debt_consolidation,21.46%,NY,RENT,3644.83,765-769,8,1058,2,< 1 year
1261,3000,3000,14.09%,36 months,debt_consolidation,12.36%,NC,RENT,4789.33,680-684,9,1353,2,10+ years
1262,9000,9000,14.27%,36 months,debt_consolidation,18.74%,TX,RENT,5833.33,675-679,13,11637,3,8 years
1263,4000,4000,8.90%,36 months,credit_card,24.11%,FL,RENT,4583.33,705-709,17,11351,0,1 year
1264,10000,10000,17.27%,36 months,credit_card,21.84%,MI,MORTGAGE,2916.67,665-669,18,21245,0,10+ years
1265,6400,6400,15.99%,60 months,debt_consolidation,24.43%,NY,RENT,3500,690-694,9,973,0,4 years
1266,4325,4325,10.16%,36 months,debt_consolidation,1.79%,GA,MORTGAGE,11000,715-719,9,75,3,n/a
1267,12000,12000,13.11%,36 months,debt_consolidation,17.04%,WA,MORTGAGE,4583.33,695-699,9,41871,0,3 years
1268,10000,10000,15.31%,36 months,debt_consolidation,10.40%,CA,RENT,9000,665-669,12,5141,0,10+ years
1269,12000,12000,10.16%,36 months,home_improvement,8.05%,MA,MORTGAGE,6250,720-724,9,11626,0,< 1 year
1270,6000,6000,12.12%,36 months,debt_consolidation,4.94%,WI,MORTGAGE,4333.33,690-694,12,9656,2,5 years
1271,2200,2200,13.49%,36 months,debt_consolidation,3.27%,WA,OWN,6666.67,700-704,2,10142,0,5 years
1272,5000,5000,14.27%,36 months,debt_consolidation,17%,FL,OWN,5000,670-674,9,14748,3,1 year
1273,12000,12000,19.69%,60 months,debt_consolidation,16.23%,NV,RENT,3376,665-669,12,8437,1,4 years
1274,3000,3000,7.90%,36 months,credit_card,22.03%,PA,MORTGAGE,5583.33,705-709,15,12968,0,3 years
1275,30000,30000,21.49%,60 months,debt_consolidation,16.89%,NY,MORTGAGE,13999.17,700-704,14,61579,0,10+ years
1276,10800,10800,12.12%,36 months,debt_consolidation,26.70%,NJ,RENT,5833.33,695-699,6,27585,0,5 years
1277,10500,10500,18.25%,36 months,debt_consolidation,11.52%,GA,MORTGAGE,8750,660-664,15,9984,3,8 years
1278,10000,10000,6.62%,36 months,debt_consolidation,5.49%,CA,MORTGAGE,10833.33,755-759,5,40827,0,7 years
1279,24000,23950,12.12%,36 months,debt_consolidation,26.68%,TX,MORTGAGE,5791.67,715-719,13,34104,0,10+ years
1280,16000,16000,14.09%,36 months,debt_consolidation,2.85%,CA,MORTGAGE,3333.33,690-694,6,3909,0,7 years
1281,15000,15000,13.99%,36 months,debt_consolidation,12.60%,MI,MORTGAGE,3500,705-709,7,13036,1,10+ years
1282,9500,9500,21.98%,36 months,other,16.01%,PA,RENT,4500,660-664,7,3673,1,3 years
1283,35000,35000,19.05%,36 months,debt_consolidation,15.75%,FL,MORTGAGE,18750,690-694,21,73813,1,4 years
1284,5000,5000,7.90%,36 months,debt_consolidation,21.82%,TX,MORTGAGE,4166.67,725-729,8,15502,1,n/a
1285,15000,15000,11.71%,36 months,debt_consolidation,11.70%,FL,RENT,6250,700-704,6,6622,0,6 years
1286,5000,5000,15.31%,36 months,debt_consolidation,17.37%,GA,RENT,1750,675-679,3,10361,0,< 1 year
1287,19000,18975,11.14%,36 months,debt_consolidation,19.83%,CA,RENT,4548.83,775-779,12,33809,1,5 years
1288,11625,11625,15.80%,36 months,debt_consolidation,31.12%,OK,RENT,2860,680-684,14,8374,2,7 years
1289,25000,25000,7.62%,36 months,wedding,13.45%,NY,RENT,6750,750-754,16,17193,0,5 years
1290,8000,8000,12.69%,36 months,debt_consolidation,7.67%,AL,OWN,7916.67,685-689,4,1442,0,6 years
1291,9800,9675,8.59%,36 months,major_purchase,14.99%,HI,MORTGAGE,3583.33,760-764,12,5164,0,3 years
1292,6000,5975,8.00%,36 months,wedding,1.06%,NY,RENT,5000,765-769,6,7161,0,3 years
1293,10200,10200,12.42%,36 months,debt_consolidation,17.86%,CO,MORTGAGE,5833.33,705-709,9,9817,2,4 years
1294,10500,10500,6.62%,36 months,medical,16.26%,OK,MORTGAGE,4853.33,760-764,9,2816,1,3 years
1295,5000,5000,7.90%,36 months,small_business,7.75%,IL,MORTGAGE,5500,725-729,11,16396,3,< 1 year
1296,17500,17500,7.90%,36 months,small_business,7.97%,CA,RENT,5416.67,810-814,4,17,0,< 1 year
1297,4000,4000,19.03%,36 months,other,10.56%,CA,RENT,1600,685-689,2,299,0,6 years
1298,22000,22000,12.12%,36 months,debt_consolidation,16.93%,NY,RENT,3916.67,715-719,4,22142,0,1 year
1299,5000,4900,5.79%,36 months,other,9.18%,NY,RENT,5520,750-754,10,7351,0,7 years
1300,8000,8000,16.29%,36 months,credit_card,29.19%,IL,MORTGAGE,6916.67,685-689,14,21498,2,4 years
1301,19125,19125,18.49%,60 months,other,29.10%,GA,RENT,4166.67,700-704,14,28108,3,6 years
1302,16000,16000,12.12%,36 months,debt_consolidation,18.23%,NY,RENT,4166.67,700-704,14,16309,0,1 year
1303,4500,4500,14.59%,36 months,vacation,17.35%,NY,OWN,6000,660-664,18,5197,4,2 years
1304,5800,5800,22.45%,60 months,other,11.86%,CA,RENT,1416.67,665-669,3,6077,2,6 years
1305,10000,525,14.70%,36 months,credit_card,6.37%,FL,RENT,5416.67,645-649,4,2211,6,< 1 year
1306,16750,16750,18.75%,36 months,debt_consolidation,8.84%,FL,MORTGAGE,5666.67,680-684,8,13567,1,4 years
1307,3600,3600,12.12%,36 months,debt_consolidation,27.16%,CA,OWN,3333.33,695-699,15,12153,1,10+ years
1308,10000,10000,15.62%,36 months,debt_consolidation,12.19%,NY,RENT,7500,670-674,12,17133,1,10+ years
1309,6000,6000,5.42%,36 months,vacation,1.51%,MD,OWN,4250,800-804,14,1838,0,10+ years
1310,10000,10000,7.62%,36 months,medical,13.26%,MN,MORTGAGE,7416.67,735-739,12,16297,2,10+ years
1311,10000,10000,17.77%,36 months,credit_card,5.80%,CO,RENT,7166.67,685-689,3,15279,1,10+ years
1312,5000,5000,7.49%,36 months,home_improvement,16.45%,VA,MORTGAGE,18750,745-749,10,129071,0,10+ years
1313,35000,34950,23.76%,60 months,debt_consolidation,24.22%,NY,RENT,7331.25,665-669,16,28687,2,4 years
1314,7000,7000,7.90%,36 months,wedding,20.72%,CT,RENT,6000,715-719,9,6659,0,< 1 year
1315,3000,1647.62,10.20%,36 months,major_purchase,0.33%,CT,RENT,4583.33,800-804,3,37,0,< 1 year
1316,28000,28000,15.62%,36 months,debt_consolidation,5.70%,GA,MORTGAGE,6250,695-699,6,11923,1,3 years
1317,15200,6800,15.58%,60 months,home_improvement,19.22%,DC,MORTGAGE,12083.33,690-694,20,19712,2,2 years
1318,15775,15775,14.65%,36 months,other,3.37%,NY,RENT,4000,710-714,11,4058,1,10+ years
1319,30000,22425,10.59%,36 months,home_improvement,8.15%,MN,MORTGAGE,22916.67,765-769,13,1945,0,4 years
1320,3000,3000,9.91%,36 months,wedding,4.75%,IL,OWN,4166.67,710-714,9,7321,3,6 years
1321,15350,15350,18.49%,36 months,debt_consolidation,15.09%,GA,MORTGAGE,4400,670-674,7,12823,0,10+ years
1322,26500,26500,9.76%,60 months,small_business,17.19%,NY,MORTGAGE,5416.67,785-789,13,9966,0,10+ years
1323,6400,6400,6.00%,60 months,home_improvement,3.09%,FL,MORTGAGE,6250,695-699,5,241,0,3 years
1324,13200,13200,14.33%,36 months,debt_consolidation,28.75%,CA,RENT,3833.33,695-699,9,8568,1,10+ years
1325,12000,12000,11.49%,36 months,debt_consolidation,17.73%,CA,MORTGAGE,7300,705-709,9,38342,0,4 years
1326,4000,4000,6.03%,36 months,car,33.67%,GA,MORTGAGE,7917,800-804,19,55123,1,10+ years
1327,2500,2500,6.62%,36 months,home_improvement,10.96%,MD,MORTGAGE,6166.67,730-734,14,24495,0,10+ years
1328,28000,27925,18.55%,36 months,debt_consolidation,8.99%,LA,MORTGAGE,6666.67,700-704,6,14189,2,n/a
1329,9000,8975,8.90%,36 months,debt_consolidation,7.33%,CA,RENT,12500,730-734,4,12964,0,5 years
1330,6600,6600,6.03%,36 months,home_improvement,16.69%,NC,MORTGAGE,6250,750-754,14,17258,0,10+ years
1331,27050,27050,17.27%,60 months,credit_card,27.59%,WA,MORTGAGE,5025,705-709,13,40037,1,10+ years
1332,4800,4800,15.99%,36 months,major_purchase,0%,IL,RENT,4583.33,675-679,2,0,0,6 years
1333,7550,7550,10.16%,36 months,debt_consolidation,3.83%,CA,MORTGAGE,8333.33,710-714,10,10204,0,2 years
1334,10000,10000,7.74%,36 months,debt_consolidation,0.17%,OR,MORTGAGE,7083.33,775-779,9,2994,0,10+ years
1335,12500,12275,11.26%,36 months,credit_card,12.21%,TX,RENT,4333.33,730-734,6,12568,2,8 years
1336,27575,27575,19.05%,36 months,debt_consolidation,19.30%,WI,RENT,5166.67,660-664,6,14935,1,10+ years
1337,20000,20000,13.11%,36 months,debt_consolidation,3.94%,IL,MORTGAGE,7238.92,720-724,6,11751,3,10+ years
1338,15000,14900,14.61%,36 months,major_purchase,9.17%,TX,RENT,3000,730-734,8,0,2,< 1 year
1339,18000,18000,8.90%,36 months,home_improvement,12.79%,NV,MORTGAGE,10500,730-734,15,4856,2,< 1 year
1340,5400,5375,8.90%,36 months,small_business,6.27%,OH,RENT,3000,785-789,2,90,2,n/a
1341,23000,22950,15.81%,36 months,credit_card,16.02%,CA,RENT,7083.33,695-699,8,9664,2,4 years
1342,8000,7950,5.79%,36 months,home_improvement,19.65%,FL,OWN,5833.33,770-774,8,0,0,3 years
1343,3000,2950,12.69%,36 months,debt_consolidation,4.25%,SC,OWN,1200,705-709,4,1643,0,< 1 year
1344,7200,7200,6.92%,36 months,credit_card,11.72%,RI,MORTGAGE,7083.33,780-784,6,15933,1,3 years
1345,15350,15350,15.80%,36 months,credit_card,7.41%,CO,MORTGAGE,5666.67,670-674,6,8128,0,1 year
1346,6000,6000,12.12%,36 months,wedding,21.21%,GA,RENT,3333.33,685-689,8,4638,0,2 years
1347,15000,8081.65,13.16%,36 months,debt_consolidation,13.16%,GA,MORTGAGE,2583.33,755-759,3,4923,2,9 years
1348,5000,5000,12.68%,60 months,moving,12.59%,NY,RENT,4416.67,690-694,13,7686,0,< 1 year
1349,2575,2575,6.76%,36 months,educational,4.80%,MA,RENT,6875,760-764,6,4678,2,3 years
1350,1800,1800,13.67%,36 months,vacation,24.21%,NY,RENT,4250,670-674,11,5757,0,5 years
1351,10000,10000,14.09%,36 months,other,26.44%,WA,MORTGAGE,5416.67,700-704,6,18652,1,6 years
1352,7750,7750,10.74%,36 months,debt_consolidation,6.51%,UT,MORTGAGE,2916.67,705-709,5,6889,0,6 years
1353,12000,12000,16.29%,36 months,debt_consolidation,28.76%,CT,RENT,5666.67,660-664,21,16822,2,3 years
1354,10000,10000,6.03%,36 months,debt_consolidation,16%,KY,MORTGAGE,8333.33,780-784,11,14832,0,10+ years
1355,4950,4950,13.67%,36 months,debt_consolidation,14.11%,CA,MORTGAGE,4166.67,665-669,15,8379,0,5 years
1356,8400,8350,6.03%,36 months,medical,15.34%,WA,MORTGAGE,3200,760-764,6,10576,0,n/a
1357,3500,3500,12.12%,36 months,other,17.82%,CA,MORTGAGE,5416.67,695-699,15,4067,3,< 1 year
1358,12000,12000,16.29%,36 months,credit_card,18.37%,TX,MORTGAGE,7083.33,665-669,16,16993,2,7 years
1359,18000,18000,22.47%,60 months,credit_card,17.17%,OH,MORTGAGE,5562.92,660-664,13,14866,3,7 years
1360,14675,14650,12.99%,60 months,debt_consolidation,29.18%,FL,RENT,3167,725-729,7,21088,1,6 years
1361,13000,13000,14.09%,36 months,credit_card,16.09%,CT,RENT,3250,675-679,6,6930,0,2 years
1362,15000,15000,13.11%,36 months,debt_consolidation,33.12%,NY,RENT,4166.67,695-699,10,13198,0,9 years
1363,8250,8205.63,9.32%,36 months,credit_card,24.45%,OH,MORTGAGE,3300,755-759,17,29576,2,8 years
1364,6900,6900,14.09%,36 months,credit_card,17.78%,AR,OWN,4166.67,685-689,9,9720,1,10+ years
1365,35000,35000,20.49%,60 months,debt_consolidation,12.54%,PA,MORTGAGE,10416.67,685-689,14,26487,4,2 years
1366,25000,23995.24,10.62%,36 months,debt_consolidation,12.21%,VA,RENT,11166.67,750-754,6,28556,0,7 years
1367,9600,9600,11.14%,36 months,debt_consolidation,20.58%,NV,MORTGAGE,3833.33,705-709,9,44403,1,5 years
1368,9000,8975,6.62%,36 months,debt_consolidation,17.11%,NY,MORTGAGE,6750,755-759,7,12553,2,7 years
1369,6500,6500,8.90%,36 months,credit_card,31.45%,CO,MORTGAGE,6000,740-744,14,61865,2,< 1 year
1370,1750,1750,11.14%,36 months,credit_card,8.02%,CA,RENT,1833.33,720-724,4,1838,0,2 years
1371,5000,5000,5.42%,36 months,wedding,23.15%,OH,RENT,2833.33,750-754,7,4573,0,3 years
1372,6000,6000,15.80%,36 months,debt_consolidation,16.40%,GA,RENT,2500,670-674,5,5892,1,4 years
1373,25000,25000,14.09%,36 months,debt_consolidation,19.13%,CA,RENT,6083.33,700-704,19,14666,0,10+ years
1374,13000,13000,14.33%,36 months,debt_consolidation,11.08%,MN,MORTGAGE,3358.33,690-694,7,6327,1,10+ years
1375,5875,5875,7.90%,36 months,other,14.75%,NV,RENT,5416.67,720-724,15,2617,2,4 years
1376,5000,5000,16.29%,36 months,debt_consolidation,20.77%,VA,RENT,4583.33,660-664,19,11991,1,6 years
1377,16000,7925,16.45%,60 months,debt_consolidation,16.66%,MO,MORTGAGE,5500,680-684,6,6842,0,9 years
1378,12000,12000,9.62%,60 months,small_business,14.12%,GA,MORTGAGE,6666.67,730-734,10,6969,1,4 years
1379,35000,35000,12.12%,36 months,debt_consolidation,19.90%,FL,MORTGAGE,13933.33,720-724,18,24288,0,1 year
1380,4800,4775,5.79%,36 months,car,11.71%,NJ,RENT,2800,735-739,6,9228,0,3 years
1381,6500,6500,11.11%,36 months,credit_card,13.98%,WY,MORTGAGE,2253,680-684,11,7558,1,2 years
1382,25000,25000,13.06%,36 months,other,4.14%,MI,MORTGAGE,11500,735-739,4,6578,0,< 1 year
1383,1000,1000,7.62%,36 months,debt_consolidation,5.59%,MD,MORTGAGE,9333.33,785-789,6,350,4,2 years
1384,16000,16000,13.48%,36 months,debt_consolidation,15.17%,KY,MORTGAGE,4166.67,700-704,6,1962,1,2 years
1385,7675,2275,15.13%,36 months,other,18.08%,TX,MORTGAGE,11666.67,645-649,13,12578,0,9 years
1386,13600,13600,8.90%,36 months,debt_consolidation,10.94%,WA,RENT,10000,720-724,15,18028,0,10+ years
1387,12000,12000,15.31%,36 months,debt_consolidation,32.91%,CA,RENT,5500,680-684,21,13559,1,3 years
1388,15000,15000,10.37%,36 months,house,26.72%,AL,MORTGAGE,5250,750-754,11,44850,1,10+ years
1389,7125,7125,18.49%,36 months,debt_consolidation,11.18%,CT,MORTGAGE,5636.75,675-679,14,5383,2,8 years
1390,35000,34977.35,21.67%,60 months,house,14.25%,CA,RENT,20833.33,675-679,12,79792,0,6 years
1391,11575,11575,13.11%,60 months,debt_consolidation,18.37%,NY,MORTGAGE,3750,725-729,12,18790,1,10+ years
1392,5000,5000,7.40%,36 months,major_purchase,14.22%,GA,RENT,6000,780-784,7,1751,0,6 years
1393,5000,5000,7.62%,36 months,debt_consolidation,3.04%,NY,OWN,2500,735-739,5,4864,0,3 years
1394,5000,527.49,13.24%,36 months,debt_consolidation,13.28%,NJ,RENT,4833,660-664,10,9816,0,4 years
1395,7000,7000,7.90%,36 months,debt_consolidation,12.61%,VA,MORTGAGE,6250,720-724,13,19848,0,10+ years
1396,20000,16755.89,14.50%,36 months,debt_consolidation,25.40%,MN,MORTGAGE,6916.67,715-719,10,26938,0,10+ years
1397,7000,7000,6.92%,36 months,debt_consolidation,17.15%,CA,RENT,4583.33,735-739,13,6897,0,5 years
1398,20000,19900,10.25%,36 months,debt_consolidation,17.51%,DE,MORTGAGE,7833.33,760-764,14,49898,0,5 years
1399,6000,6000,7.90%,36 months,major_purchase,20.13%,PA,MORTGAGE,7750,725-729,16,7533,1,8 years
1400,14000,14000,7.66%,36 months,major_purchase,10.68%,FL,MORTGAGE,21666.67,735-739,14,13850,3,1 year
1401,30000,30000,19.05%,36 months,debt_consolidation,14.77%,CO,MORTGAGE,9166.67,685-689,20,22299,1,< 1 year
1402,18225,18200,17.58%,36 months,debt_consolidation,24.64%,TX,MORTGAGE,5000,660-664,12,16398,2,7 years
1403,12000,12000,7.29%,36 months,other,16.15%,VA,MORTGAGE,11667,720-724,9,113671,0,4 years
1404,10000,10000,12.12%,36 months,debt_consolidation,12.99%,CA,MORTGAGE,5833.33,690-694,8,13885,0,6 years
1405,16300,16275,14.91%,36 months,credit_card,24.17%,FL,MORTGAGE,5222,675-679,11,40988,1,10+ years
1406,11000,2116.76,13.87%,36 months,debt_consolidation,20.93%,NY,OWN,4167,670-674,14,17436,0,2 years
1407,25000,20850,15.58%,60 months,small_business,0.60%,CA,MORTGAGE,5666.67,785-789,2,0,4,10+ years
1408,24000,24000,12.12%,36 months,debt_consolidation,29.01%,MD,MORTGAGE,7500,670-674,12,14804,1,< 1 year
1409,6000,6000,7.49%,36 months,major_purchase,8.81%,NY,OWN,2462.75,715-719,11,8644,0,2 years
1410,10000,9975,11.49%,60 months,debt_consolidation,22.69%,NV,MORTGAGE,5623.33,765-769,11,26898,1,10+ years
1411,2000,2000,8.90%,36 months,car,23.70%,MI,OWN,3000,730-734,5,2117,1,10+ years
1412,6625,6600,11.14%,36 months,credit_card,10.12%,PA,OWN,1916.67,690-694,10,5449,0,n/a
1413,20000,6350.01,16.71%,36 months,debt_consolidation,20.83%,NY,RENT,5333.33,660-664,11,11881,4,1 year
1414,12000,11925,9.63%,36 months,other,9.12%,WA,MORTGAGE,6250,745-749,8,5212,2,1 year
1415,4200,4200,7.29%,36 months,debt_consolidation,6.58%,IL,RENT,5133.33,765-769,4,5475,1,4 years
1416,6950,6875,13.11%,36 months,other,12.51%,TX,MORTGAGE,7916.67,715-719,5,1593,4,10+ years
1417,6000,6000,7.51%,36 months,major_purchase,4.74%,IL,MORTGAGE,10916,765-769,18,6317,4,6 years
1418,8400,8400,10.99%,36 months,debt_consolidation,24.85%,CA,MORTGAGE,7583,700-704,9,342,0,< 1 year
1419,5000,5000,7.88%,36 months,home_improvement,16.61%,NJ,MORTGAGE,5833.33,725-729,18,19771,2,10+ years
1420,4750,4750,10.16%,36 months,credit_card,32.49%,MO,MORTGAGE,3500,695-699,15,36512,0,10+ years
1421,15000,14925,10.75%,60 months,moving,17.55%,NY,RENT,5761,785-789,12,2691,2,10+ years
1422,12000,12000,16.29%,36 months,home_improvement,5.07%,WI,MORTGAGE,2916.67,670-674,13,10360,2,5 years
1423,4000,0,7.68%,36 months,other,10.74%,GA,RENT,3417,790-794,11,2775,3,1 year
1424,12800,12700,12.61%,60 months,debt_consolidation,9.02%,FL,RENT,5166.67,725-729,7,7942,0,5 years
1425,12000,11950,8.90%,60 months,car,9.75%,CA,MORTGAGE,9866,795-799,9,2787,0,4 years
1426,9425,9425,13.49%,36 months,credit_card,15.71%,CA,RENT,3750,670-674,12,15116,0,8 years
1427,28000,28000,12.42%,36 months,debt_consolidation,2.98%,NY,MORTGAGE,27083.33,730-734,5,12888,1,5 years
1428,30000,29975,21.00%,60 months,debt_consolidation,17.12%,TX,MORTGAGE,8666.67,710-714,8,47503,0,6 years
1429,9600,9600,18.39%,36 months,debt_consolidation,14.69%,VA,MORTGAGE,5166.67,660-664,8,13041,1,10+ years
1430,7800,7242.07,12.84%,36 months,debt_consolidation,16.77%,NY,RENT,6000,695-699,8,13835,0,4 years
1431,12000,12000,10.65%,36 months,debt_consolidation,26.06%,GA,RENT,5833.33,720-724,15,24893,3,10+ years
1432,9600,9600,15.31%,36 months,debt_consolidation,12.82%,PA,MORTGAGE,6000,675-679,13,11407,2,10+ years
1433,6000,6000,10.62%,36 months,credit_card,23.38%,VA,MORTGAGE,5000,705-709,15,46125,1,2 years
1434,7500,7500,11.11%,60 months,debt_consolidation,23.63%,NY,RENT,1820,720-724,13,4409,2,2 years
1435,7000,6950,6.03%,36 months,debt_consolidation,8.29%,FL,OWN,2750,760-764,8,10860,0,4 years
1436,10000,10000,11.71%,36 months,debt_consolidation,5.85%,NY,RENT,4333.33,685-689,8,7072,0,10+ years
1437,3200,2799.99,12.61%,36 months,credit_card,16.72%,CA,MORTGAGE,6476,665-669,14,80837,4,10+ years
1438,13000,12850,10.38%,36 months,debt_consolidation,11.72%,VA,MORTGAGE,10533.33,725-729,13,37252,0,< 1 year
1439,35000,35000,24.70%,60 months,debt_consolidation,8.26%,AL,MORTGAGE,10000,660-664,12,21391,2,10+ years
1440,20800,20775,6.62%,36 months,credit_card,15.64%,CA,MORTGAGE,10833.33,710-714,11,15192,0,10+ years
1441,1600,1600,16.29%,36 months,debt_consolidation,7.80%,OR,RENT,2666.67,660-664,7,5504,2,6 years
1442,10050,9900,6.03%,36 months,small_business,20.72%,TX,RENT,2500,750-754,11,13669,0,9 years
1443,8000,7997.85,17.99%,36 months,debt_consolidation,21.11%,CA,MORTGAGE,8583.33,670-674,15,14584,3,5 years
1444,16000,16000,12.12%,36 months,debt_consolidation,24.30%,CT,RENT,6250,715-719,8,10304,2,< 1 year
1445,11700,11675,7.90%,36 months,home_improvement,5.63%,CA,MORTGAGE,3320.83,720-724,11,14301,0,10+ years
1446,13475,13475,12.12%,36 months,debt_consolidation,28.27%,FL,MORTGAGE,5666.67,705-709,12,7722,1,7 years
1447,14500,14500,5.42%,36 months,home_improvement,7.15%,OH,MORTGAGE,10000,800-804,9,40,0,10+ years
1448,5000,5000,14.61%,36 months,other,6.36%,CA,RENT,3083.33,665-669,8,4680,4,5 years
1449,13600,13575,6.62%,36 months,debt_consolidation,17.31%,CA,MORTGAGE,11250,750-754,11,77377,1,4 years
1450,2200,2200,8.90%,36 months,debt_consolidation,14.02%,CA,RENT,7083.33,715-719,10,14980,1,10+ years
1451,9000,9000,9.76%,36 months,credit_card,18.67%,NY,MORTGAGE,5833.33,705-709,12,12035,0,10+ years
1452,27925,27925,22.47%,60 months,debt_consolidation,3.94%,FL,MORTGAGE,7000,685-689,14,9914,2,n/a
1453,9450,9450,14.33%,36 months,debt_consolidation,24.51%,NY,RENT,2916.67,670-674,12,11555,0,4 years
1454,15175,15175,20.25%,60 months,debt_consolidation,18.78%,WA,RENT,4333.33,665-669,6,18049,0,8 years
1455,10000,10000,7.49%,36 months,debt_consolidation,7.77%,AZ,RENT,3166.67,735-739,4,0,0,1 year
1456,16000,16000,16.29%,36 months,debt_consolidation,20.62%,FL,RENT,5416.67,680-684,13,14246,1,< 1 year
1457,13200,13200,15.31%,36 months,debt_consolidation,8.61%,KY,MORTGAGE,3333.33,680-684,10,5400,3,10+ years
1458,20000,20000,18.75%,60 months,other,6.30%,PA,RENT,15416.67,695-699,13,15026,3,< 1 year
1459,8500,8500,17.77%,36 months,other,18%,MI,RENT,2583.33,665-669,9,13718,0,2 years
1460,3000,3000,14.27%,36 months,debt_consolidation,10.77%,NY,OWN,3833,670-674,11,5515,1,< 1 year
1461,10000,10000,15.31%,36 months,credit_card,18.99%,FL,MORTGAGE,5583.33,675-679,16,12723,1,2 years
1462,14075,14075,16.29%,36 months,debt_consolidation,11.02%,NY,MORTGAGE,10416.67,700-704,10,7653,3,10+ years
1463,19000,19000,19.72%,60 months,credit_card,19.85%,NY,RENT,4500,680-684,13,11388,1,3 years
1464,25000,11696.88,12.84%,36 months,small_business,5.52%,IL,MORTGAGE,8666.67,760-764,9,1900,4,10+ years
1465,9000,9000,13.11%,36 months,credit_card,23.88%,GA,MORTGAGE,4229.17,685-689,11,7496,0,1 year
1466,6775,6775,13.11%,36 months,debt_consolidation,10.20%,NC,RENT,6666.67,685-689,14,5457,2,< 1 year
1467,2200,2200,15.23%,36 months,debt_consolidation,16.20%,CA,RENT,2500,675-679,7,2476,2,2 years
1468,10800,10550,8.00%,36 months,home_improvement,6.82%,CA,MORTGAGE,11250,790-794,7,10232,2,< 1 year
1469,16800,16800,14.33%,60 months,debt_consolidation,21.75%,WV,MORTGAGE,6666.67,675-679,14,23740,0,1 year
1470,3500,3500,15.62%,36 months,home_improvement,14.41%,GA,MORTGAGE,6833.33,660-664,7,11526,3,8 years
1471,9250,9250,18.79%,60 months,debt_consolidation,19.27%,AK,MORTGAGE,4448,660-664,9,22704,0,10+ years
1472,23400,23400,7.49%,36 months,debt_consolidation,15.66%,TX,RENT,5580,740-744,6,2086,0,1 year
1473,10375,10375,7.90%,36 months,debt_consolidation,27.64%,MD,MORTGAGE,4500,745-749,7,0,0,5 years
1474,9325,9300,14.09%,36 months,debt_consolidation,21.35%,DC,RENT,3333.33,695-699,10,27007,1,< 1 year
1475,18000,18000,21.48%,60 months,debt_consolidation,15.82%,NY,RENT,6500,665-669,10,4256,0,10+ years
